iteration,run01,run02,run03,run04,run05,run06,run07,run08,run09,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20
85,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
86,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
87,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
88,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
89,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
90,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
91,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
92,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
93,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
94,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
95,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
96,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
97,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
98,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
99,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
100,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999,2311.93049999999
