 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Bai 6 MOSFOA - SONG SONG] Np=20 Max_it=100 Nr=100 Num_work=8 (FE uoc tinh=2020)
ERROR: The process "SAP2000.exe" not found. 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to parallel pool with 8 workers.
KHOI TAO SEED MOI cho run nay: 497438078 (da luu, xem ket qua .mat truong rngSeedUsed).
Vong lap 71/100 - Repository: 69 - FE luy ke: 1440 - Thoi gian: 248.1 phut
Vong lap 72/100 - Repository: 69 - FE luy ke: 1460 - Thoi gian: 251.8 phut
Vong lap 73/100 - Repository: 69 - FE luy ke: 1480 - Thoi gian: 255.3 phut
Vong lap 74/100 - Repository: 70 - FE luy ke: 1500 - Thoi gian: 258.9 phut
Vong lap 75/100 - Repository: 70 - FE luy ke: 1520 - Thoi gian: 262.4 phut
Vong lap 76/100 - Repository: 71 - FE luy ke: 1540 - Thoi gian: 265.8 phut
Vong lap 77/100 - Repository: 72 - FE luy ke: 1560 - Thoi gian: 269.4 phut
Vong lap 78/100 - Repository: 72 - FE luy ke: 1580 - Thoi gian: 273.0 phut
Vong lap 79/100 - Repository: 72 - FE luy ke: 1600 - Thoi gian: 276.4 phut
Vong lap 80/100 - Repository: 72 - FE luy ke: 1620 - Thoi gian: 280.0 phut
Vong lap 81/100 - Repository: 72 - FE luy ke: 1640 - Thoi gian: 283.4 phut
Vong lap 82/100 - Repository: 72 - FE luy ke: 1660 - Thoi gian: 287.0 phut
Vong lap 83/100 - Repository: 72 - FE luy ke: 1680 - Thoi gian: 290.6 phut
Vong lap 84/100 - Repository: 72 - FE luy ke: 1700 - Thoi gian: 293.9 phut
Vong lap 85/100 - Repository: 73 - FE luy ke: 1720 - Thoi gian: 297.5 phut
Vong lap 86/100 - Repository: 73 - FE luy ke: 1740 - Thoi gian: 301.2 phut
Vong lap 87/100 - Repository: 73 - FE luy ke: 1760 - Thoi gian: 304.6 phut
Vong lap 88/100 - Repository: 73 - FE luy ke: 1780 - Thoi gian: 308.1 phut
Vong lap 89/100 - Repository: 73 - FE luy ke: 1800 - Thoi gian: 311.5 phut
Vong lap 90/100 - Repository: 73 - FE luy ke: 1820 - Thoi gian: 315.0 phut
Vong lap 91/100 - Repository: 72 - FE luy ke: 1840 - Thoi gian: 318.5 phut
Vong lap 92/100 - Repository: 72 - FE luy ke: 1860 - Thoi gian: 322.0 phut
Vong lap 93/100 - Repository: 73 - FE luy ke: 1880 - Thoi gian: 325.6 phut
Vong lap 94/100 - Repository: 74 - FE luy ke: 1900 - Thoi gian: 329.3 phut
Vong lap 95/100 - Repository: 74 - FE luy ke: 1920 - Thoi gian: 332.7 phut
Vong lap 96/100 - Repository: 74 - FE luy ke: 1940 - Thoi gian: 336.2 phut
Vong lap 97/100 - Repository: 74 - FE luy ke: 1960 - Thoi gian: 339.8 phut
Vong lap 98/100 - Repository: 74 - FE luy ke: 1980 - Thoi gian: 343.4 phut
Vong lap 99/100 - Repository: 74 - FE luy ke: 2000 - Thoi gian: 347.0 phut
Vong lap 100/100 - Repository: 74 - FE luy ke: 2020 - Thoi gian: 350.6 phut
HOAN THANH campaign MOSFOA Bai 6. Tong thoi gian: 5.84 gio. So nghiem Pareto: 74. Seed=497438078
