 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Bai 6 MOSFOA - SONG SONG] Np=20 Max_it=100 Nr=100 Num_work=8 (FE uoc tinh=2020)
ERROR: The process "SAP2000.exe" not found. 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to parallel pool with 8 workers.
KHOI TAO SEED MOI cho run nay: 488938522 (da luu, xem ket qua .mat truong rngSeedUsed).
Vong lap 27/100 - Repository: 38 - FE luy ke: 560 - Thoi gian: 93.8 phut
Vong lap 28/100 - Repository: 39 - FE luy ke: 580 - Thoi gian: 97.4 phut
Vong lap 29/100 - Repository: 39 - FE luy ke: 600 - Thoi gian: 100.8 phut
Vong lap 30/100 - Repository: 39 - FE luy ke: 620 - Thoi gian: 104.3 phut
Vong lap 31/100 - Repository: 39 - FE luy ke: 640 - Thoi gian: 107.7 phut
Vong lap 32/100 - Repository: 39 - FE luy ke: 660 - Thoi gian: 111.2 phut
Vong lap 33/100 - Repository: 40 - FE luy ke: 680 - Thoi gian: 114.6 phut
Vong lap 34/100 - Repository: 40 - FE luy ke: 700 - Thoi gian: 118.1 phut
Vong lap 35/100 - Repository: 41 - FE luy ke: 720 - Thoi gian: 121.5 phut
Vong lap 36/100 - Repository: 41 - FE luy ke: 740 - Thoi gian: 125.0 phut
Vong lap 37/100 - Repository: 43 - FE luy ke: 760 - Thoi gian: 128.4 phut
Vong lap 38/100 - Repository: 44 - FE luy ke: 780 - Thoi gian: 131.9 phut
Vong lap 39/100 - Repository: 44 - FE luy ke: 800 - Thoi gian: 135.3 phut
Vong lap 40/100 - Repository: 44 - FE luy ke: 820 - Thoi gian: 138.7 phut
Vong lap 41/100 - Repository: 45 - FE luy ke: 840 - Thoi gian: 142.2 phut
Vong lap 42/100 - Repository: 45 - FE luy ke: 860 - Thoi gian: 145.6 phut
Vong lap 43/100 - Repository: 45 - FE luy ke: 880 - Thoi gian: 149.1 phut
Vong lap 44/100 - Repository: 47 - FE luy ke: 900 - Thoi gian: 152.5 phut
Vong lap 45/100 - Repository: 47 - FE luy ke: 920 - Thoi gian: 155.9 phut
Vong lap 46/100 - Repository: 49 - FE luy ke: 940 - Thoi gian: 159.4 phut
Vong lap 47/100 - Repository: 49 - FE luy ke: 960 - Thoi gian: 162.8 phut
Vong lap 48/100 - Repository: 52 - FE luy ke: 980 - Thoi gian: 166.2 phut
Vong lap 49/100 - Repository: 54 - FE luy ke: 1000 - Thoi gian: 169.6 phut
Vong lap 50/100 - Repository: 54 - FE luy ke: 1020 - Thoi gian: 173.1 phut
Vong lap 51/100 - Repository: 56 - FE luy ke: 1040 - Thoi gian: 176.6 phut
Vong lap 52/100 - Repository: 57 - FE luy ke: 1060 - Thoi gian: 180.0 phut
Vong lap 53/100 - Repository: 58 - FE luy ke: 1080 - Thoi gian: 183.5 phut
Vong lap 54/100 - Repository: 59 - FE luy ke: 1100 - Thoi gian: 187.0 phut
Vong lap 55/100 - Repository: 58 - FE luy ke: 1120 - Thoi gian: 190.4 phut
Vong lap 56/100 - Repository: 58 - FE luy ke: 1140 - Thoi gian: 193.8 phut
Vong lap 57/100 - Repository: 58 - FE luy ke: 1160 - Thoi gian: 197.3 phut
Vong lap 58/100 - Repository: 59 - FE luy ke: 1180 - Thoi gian: 200.8 phut
Vong lap 59/100 - Repository: 59 - FE luy ke: 1200 - Thoi gian: 204.3 phut
Vong lap 60/100 - Repository: 59 - FE luy ke: 1220 - Thoi gian: 207.8 phut
Vong lap 61/100 - Repository: 56 - FE luy ke: 1240 - Thoi gian: 211.2 phut
Vong lap 62/100 - Repository: 57 - FE luy ke: 1260 - Thoi gian: 214.7 phut
Vong lap 63/100 - Repository: 57 - FE luy ke: 1280 - Thoi gian: 218.1 phut
Vong lap 64/100 - Repository: 57 - FE luy ke: 1300 - Thoi gian: 221.5 phut
Vong lap 65/100 - Repository: 56 - FE luy ke: 1320 - Thoi gian: 224.9 phut
Vong lap 66/100 - Repository: 56 - FE luy ke: 1340 - Thoi gian: 228.3 phut
Vong lap 67/100 - Repository: 57 - FE luy ke: 1360 - Thoi gian: 231.8 phut
Vong lap 68/100 - Repository: 58 - FE luy ke: 1380 - Thoi gian: 235.1 phut
Vong lap 69/100 - Repository: 59 - FE luy ke: 1400 - Thoi gian: 238.6 phut
Vong lap 70/100 - Repository: 60 - FE luy ke: 1420 - Thoi gian: 242.0 phut
Vong lap 71/100 - Repository: 61 - FE luy ke: 1440 - Thoi gian: 245.5 phut
Vong lap 72/100 - Repository: 61 - FE luy ke: 1460 - Thoi gian: 248.9 phut
Vong lap 73/100 - Repository: 61 - FE luy ke: 1480 - Thoi gian: 252.4 phut
Vong lap 74/100 - Repository: 61 - FE luy ke: 1500 - Thoi gian: 255.8 phut
Vong lap 75/100 - Repository: 62 - FE luy ke: 1520 - Thoi gian: 259.2 phut
Vong lap 76/100 - Repository: 62 - FE luy ke: 1540 - Thoi gian: 262.6 phut
Vong lap 77/100 - Repository: 62 - FE luy ke: 1560 - Thoi gian: 266.2 phut
Vong lap 78/100 - Repository: 63 - FE luy ke: 1580 - Thoi gian: 269.8 phut
Vong lap 79/100 - Repository: 64 - FE luy ke: 1600 - Thoi gian: 273.2 phut
Vong lap 80/100 - Repository: 64 - FE luy ke: 1620 - Thoi gian: 276.9 phut
Vong lap 81/100 - Repository: 67 - FE luy ke: 1640 - Thoi gian: 280.4 phut
Vong lap 82/100 - Repository: 67 - FE luy ke: 1660 - Thoi gian: 284.0 phut
Vong lap 83/100 - Repository: 68 - FE luy ke: 1680 - Thoi gian: 287.5 phut
Vong lap 84/100 - Repository: 68 - FE luy ke: 1700 - Thoi gian: 291.0 phut
Vong lap 85/100 - Repository: 68 - FE luy ke: 1720 - Thoi gian: 294.6 phut
Vong lap 86/100 - Repository: 70 - FE luy ke: 1740 - Thoi gian: 298.2 phut
Vong lap 87/100 - Repository: 70 - FE luy ke: 1760 - Thoi gian: 301.6 phut
Vong lap 88/100 - Repository: 71 - FE luy ke: 1780 - Thoi gian: 305.0 phut
Vong lap 89/100 - Repository: 71 - FE luy ke: 1800 - Thoi gian: 308.5 phut
Vong lap 90/100 - Repository: 71 - FE luy ke: 1820 - Thoi gian: 311.9 phut
Vong lap 91/100 - Repository: 72 - FE luy ke: 1840 - Thoi gian: 315.6 phut
Vong lap 92/100 - Repository: 74 - FE luy ke: 1860 - Thoi gian: 319.0 phut
Vong lap 93/100 - Repository: 74 - FE luy ke: 1880 - Thoi gian: 322.4 phut
Vong lap 94/100 - Repository: 74 - FE luy ke: 1900 - Thoi gian: 325.9 phut
Vong lap 95/100 - Repository: 75 - FE luy ke: 1920 - Thoi gian: 329.5 phut
Vong lap 96/100 - Repository: 75 - FE luy ke: 1940 - Thoi gian: 333.0 phut
Vong lap 97/100 - Repository: 75 - FE luy ke: 1960 - Thoi gian: 336.7 phut
Vong lap 98/100 - Repository: 75 - FE luy ke: 1980 - Thoi gian: 340.0 phut
Vong lap 99/100 - Repository: 75 - FE luy ke: 2000 - Thoi gian: 343.4 phut
Vong lap 100/100 - Repository: 75 - FE luy ke: 2020 - Thoi gian: 347.0 phut
HOAN THANH campaign MOSFOA Bai 6. Tong thoi gian: 5.78 gio. So nghiem Pareto: 75. Seed=488938522
